id,en,fr,ja,de,desc
SECONDS,{COUNT}s,{COUNT}s,{COUNT}秒,{COUNT}s,Seconds suffix (If applicable)
GAME_ROOM_CODE,Room code,Code de la salle,ルームコード,Raumcode,Code associated with a game room
GAME_NAME,Room name,Nom de la salle,ルーム名,Raumname,"Name of a game room, shown when creating one"
CREATE_GAME,Create,Créer,ルームを作成,Erstellen,Shown on the button to create a game room
CREATING_GAME,Creating...,Création...,ルームを作成中...,Wird erstellt...,Shown on the button to create a game room when pressed
GAME_CREATION_FAILED,Room creation failed,Échec de la création de la salle,ルームの作成に失敗しました,Raumerstellung fehlgeschlagen,Shown when a game creation fails
ALREADY_IN_GAME,You are already in a room!,Vous êtes déjà dans une salle !,すでにルームに参加しています,Du bist bereits in einem Raum!,Shown when a user tries to join or create a game while already being in another one
ROOM_GENRES_EMPTY,No genres,Aucun genre,ジャンルなし,Keine Genres,Shown when a room has no selected genres yet
ROOMS_LOADING,Loading rooms...,Chargement des salles...,ルームを読み込み中...,Räume werden geladen...,Shown while home room lists are loading
ROOMS_LOADING_FAILED,Rooms loading failed,Échec du chargement des salles,ルームの読み込みに失敗しました,Räume konnten nicht geladen werden,Shown when home room lists fail to load
ROOMS_EMPTY,No rooms available,Aucune salle disponible,利用できるルームがありません,Keine Räume verfügbar,Shown when a home room list is empty
REFRESH_ROOMS,Refresh rooms,Actualiser les salles,ルームを更新,Räume aktualisieren,Accessible label for the room list refresh button
GAME_STARTING,Game is starting...,La partie commence...,ゲームを開始しています...,Spiel startet...,Message shown when host is pressing starting button.
GAME_STARTING_IN,Game starting in,La partie commence dans,ゲーム開始まで,Spiel startet in,Count before game is starting
GAME_ENDED_AVR,Average,Moyenne,平均,Durchschnitt,Displayed bellow value icon to specify nature of the information
GAME_ENDED_BEST,Best,Meilleur,最高,Bestes,Displayed bellow value icon to specify nature of the information
GAME_ENDED_TOTAL,Total,Total,合計,Gesamt,Displayed bellow value icon to specify nature of the information
GAME_ENDED_LEAD,Global,Global,全体,Global,Displayed bellow value icon to specify nature of the information
GAME_ENDED_WORST,Worst,Pire,最低,Schlechtestes,Displayed bellow value icon to specify nature of the information
GAME_ENDED_BACK,Back to home,Retour à l'accueil,ホームに戻る,Zurück zur Startseite,Button to go back to the home page
GAME_ENDED_AGAIN,Play again,Rejouer,もう一度プレイ,Nochmal spielen,Button to start a new game
ERROR_FULL,Game is already full,La partie est déjà pleine,ゲームは満員です,Spiel ist bereits voll,Error triggered when game is full
GAME_WAITING_WAITING_NEXT,You've rejoined during a round. Please wait for this round to end...,Vous avez rejoint pendant une manche. Veuillez attendre la fin de cette manche...,ラウンド中に再参加しました。このラウンドが終了するまでお待ちください...,"Du bist während einer Runde wieder beigetreten. Bitte warte, bis diese Runde endet...",Display a player already in  game joined after lost connections
GAME_LEAVE_INTERACT_TITLE,Interaction required,Interaction requise,操作が必要です,Interaktion erforderlich,Title of the popup use to request a user interaction to ba abale to play the songs
GAME_LEAVE_INTERACT_MESSAGE,Interaction with the page is required to play audio. Please click below to interact with the page,Une interaction avec la page est requise pour lire l'audio. Veuillez cliquer ci-dessous pour interagir avec la page,音声を再生するにはページの操作が必要です。下のボタンをクリックしてページを操作してください,"Zum Abspielen von Audio ist eine Interaktion mit der Seite erforderlich. Bitte klicke unten, um mit der Seite zu interagieren",Content of the popup use to request a user interaction to ba abale to play the songs
GAME_LEAVE_INTERACT_BUTTON,Go,Continuer,進む,Los,Button of the popup use to request a user interaction to ba abale to play the songs
GAME_ANSWER_NOT_FOUND,Not found,Introuvable,見つかりません,Nicht gefunden,Simple messages  showed instead of the answer time when user didn't found the music
DELETE_ACCOUNT_SUCCESS,Account deleted successfully,Compte supprimé avec succès,アカウントを削除しました,Konto erfolgreich gelöscht,Message displayed when the account has been deleted
CONN_LOST,Connection to the server has been lost...,La connexion au serveur a été perdue...,サーバーとの接続が切断されました...,Die Verbindung zum Server wurde unterbrochen...,Message when the connection with websocket is lost
LOADING,Loading...,Chargement...,読み込み中...,Wird geladen...,Loading wording
